id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,status,default_profile_image,has_extended_profile,name,Bot,entities-hashtags,entities-url,source_url,geo,coordinates
2717905134,2717905134,everycheese,cheese land,"cheese cheese cheese // updates every 4 hours // by @thricedotted, with inspiration from cheese and @mattlaschneider",https://t.co/0cV8vQsQSV,52,1,12,2014-08-08 20:23:08,0,False,111,en,False,,False,False,all of the cheese,0,[],[],http://twitter.com/everycheese,None,None
2826073429,2826073429,gyr_papers,,"Literature bot searching arXiv, biorXiv, PeerJ & PubMed for supercoiling papers. Maintained by @red_gravel.",None,3,1,4,2014-09-22 09:46:36,0,False,247,en,True,,True,False,gyrpapers,0,[],"[{'url': 'https://t.co/ApEDN7H6ak', 'expanded_url': 'http://dlvr.it/NzmN0n', 'display_url': 'dlvr.it/NzmN0n', 'indices': [43, 66]}]",https://dlvrit.com/,None,None
1027583707,1027583707,AjstyleAlen,,,None,4,227,0,2012-12-22 02:18:49,0,False,1,en,True,,True,False,Alen Alex,0,[],[],https://mobile.twitter.com,None,None
840730560519688192,840730560519688192,Rupesh93505,,,None,0,48,0,2017-03-12 01:06:00,0,False,0,en,True,,False,False,Rajesh prajapati,0,,,,,
3032363298,3032363298,hard_to_yelp,,,None,111,0,16,2015-02-20 08:23:00,0,False,17305,en,True,,False,False,how hard is it to,0,[],[],http://catplanet.cat,None,None
2568851552,2568851552,fuckeverywordza,,"Why wait until 2020 for the Z's? Fucking every word in the English language backwards, from Z to A.",None,255,0,25,2014-06-15 11:20:31,0,False,31721,en,True,,False,False,fuck every word z-a,0,[],[],http://www.twitter.com,None,None
2954704090,2954704090,yeahTonyaGonzal,"Pensacola, USA","Musician, vegan, animal rights activist.",None,24,2278,1,2015-01-01 11:47:06,342,False,434,en,False,,False,False,yeahTonyaGonzal,0,"[{'text': 'UHIHF', 'indices': [14, 20]}]",[],http://twitter.com/download/android,None,None
2835723644,2835723644,ecin_gnihtaseod,,"straight-up rip-off of @doesathing_nice, except it's a bot // reports to @thricedotted",https://t.co/iEclQxz694,178,0,24,2014-09-30 04:56:09,0,False,21506,en,True,,True,False,ǝɔᴉu,0,[],[],https://www.twitter.com/ecin_gnihtaseod,None,None
1918202534,1918202534,tofu_product,,Follow me to chat. // Reflecting your personality back at you since 2013. // By @zhaytee,None,10045,11402,195,2013-09-29 21:35:03,328,False,65022,en,True,,False,False,tofu,0,[],[],http://twitter.com/tofu_product,None,None
2475875424,2475875424,onetruewiseman,AMERICA,The Truest Wisdom (aka trying to make even less sense) from leading Republican presidential candidates for 2016.,None,24,4,8,2014-05-03 19:04:37,4,False,6230,en,False,,False,False,One True Wise Man,0,"[{'text': 'ImWithYou', 'indices': [68, 78]}, {'text': 'Americans', 'indices': [79, 89]}]","[{'url': 'https://t.co/kxnmb38RuJ', 'expanded_url': 'http://www.DonaldJTrump.com', 'display_url': 'DonaldJTrump.com', 'indices': [44, 67]}, {'url': 'https://t.co/FGxSQ5rboc', 'expanded_url': 'https://twitter.com/GregAbbott_TX/status/765179912265146368', 'display_url': 'twitter.com/GregAbbott_TX/…', 'indices': [100, 123]}]",http://fox.com,None,None
1909219404,1909219404,everycolorbot,the RGB color space,colors.  all of 'em. | developed by @vogon; feel free to send him feedback/feature requests,https://t.co/ICFGFTYbjQ,113376,0,1060,2013-09-26 21:22:10,2,False,31407,en,True,,False,False,Every Color,0,[],[],http://github.com/vogon/everycolor,None,None
4040207472,4040207472,himawari8bot,Space,Unofficial; imagery courtesy: Japan Meteorological Agency (https://t.co/lzPXaTnMCi) and CIRA (https://t.co/YksnDoJEl8). Bot by @__jcbl__,https://t.co/OSHkLQWgKQ,2993,3,174,2015-10-27 23:06:22,4,False,8065,en,False,,False,False,himawari8bot,0,[],"[{'url': 'https://t.co/qRS6Mknzyj', 'expanded_url': 'http://osm.org/go/7u8Zv--?m', 'display_url': 'osm.org/go/7u8Zv--?m', 'indices': [55, 78]}]",http://iseverythingstilltheworst.com,None,None
3369547257,3369547257,emoji__polls,☁️,A silly bot by @fourtonfish @botwikidotorg. Image credit: https://t.co/X3tmC9y6oI,https://t.co/OqsKPUkiXl,470,2,21,2015-07-10 18:30:00,6,False,10812,en,False,,False,False,EMOJI POLLS!,0,[],[],http://twitter.com/download/iphone,None,None
2555847008,2555847008,everytrolltroll,,exposing the BLATANT HYPOCRISY of @everycanontroll // because @thricedotted was just THAT ANGRY about it,None,27,1,10,2014-06-09 01:33:19,0,False,145,en,True,,False,False,EveryCanonTrollTroll,0,[],[],http://twitter.com/everytrolltroll,None,None
2520449720,2520449720,hyphizer,#botALLY,"New words, from time to time. By @derekarnold",None,191,2,19,2014-05-24 13:13:08,0,False,5684,en,False,,False,False,hyphizer,0,[],[],http://derekarnold.net,None,None
828605987711889408,828605987711889408,GreenwadeGema,,secr,None,1,32,1,2017-02-06 14:07:17,66,False,114,en,True,,False,False,Gema Greenwade,0,"[{'text': 'UnMundoDistinto', 'indices': [22, 38]}, {'text': 'Music', 'indices': [61, 67]}, {'text': 'Rt', 'indices': [68, 71]}, {'text': 'Help', 'indices': [72, 77]}, {'text': 'Rts', 'indices': [78, 82]}, {'text': 'Bulvasour', 'indices': [83, 93]}, {'text': 'FEP2017', 'indices': [94, 102]}, {'text': 'Retweet', 'indices': [103, 111]}, {'text': 'Ayuda', 'indices': [112, 118]}, {'text': 'GiveRts', 'indices': [119, 127]}, {'text': 'Party', 'indices': [128, 134]}, {'text': 'Rts', 'indices': [135, 139]}]",[],http://twitter.com/download/android,None,None
2886558632,2886558632,par_papers,,"Twitterbot of #Parasitology papers in PubMed, bioRxiv, and PeerJ PrePrints. Image from http://t.co/zYv7ygHs2U. Run by @FilipHusnik",None,713,0,38,2014-11-01 17:27:46,0,False,21330,en,False,,False,False,Parasitology papers,0,[],"[{'url': 'https://t.co/ZrpKDFH27x', 'expanded_url': 'http://dlvr.it/P35xHz', 'display_url': 'dlvr.it/P35xHz', 'indices': [113, 136]}]",https://dlvrit.com/,None,None
2787206222,2787206222,everyMTGlegend,The Coast Where Wizards Chill,tweeting every legendary MTG card (as of 10/2015) task complete in ~1 year,None,39,45,7,2014-09-03 03:39:41,0,False,191,en,False,,False,False,every MTG legend,0,[],"[{'url': 'https://t.co/8CEa2We862', 'expanded_url': 'http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201193&type=card', 'display_url': 'gatherer.wizards.com/Handlers/Image…', 'indices': [61, 84]}]",https://github.com/coleww/adams_song_bot,None,None
2364079946,2364079946,assembly_papers,,Papers on directed and self assembly,None,334,56,36,2014-02-27 12:09:13,22,False,30262,en,True,,False,False,assemblypapers,0,[],"[{'url': 'https://t.co/SUPZpOdyuu', 'expanded_url': 'http://dlvr.it/Nj0GRH', 'display_url': 'dlvr.it/Nj0GRH', 'indices': [112, 135]}]",https://dlvrit.com/,None,None
3369559252,3369559252,DeepDreamThis,"London, England",Tweet me a picture and I'll #deepdream it for you! Tweet '-me' and I'll dream your avatar! List of commands here: http://t.co/BRfLYAkWBA,https://t.co/BvForGsKZn,1302,2,93,2015-07-10 17:20:58,0,False,24199,en,True,,False,False,Deep Dream This,0,"[{'text': 'deepdream', 'indices': [17, 27]}]",[],http://www.alanzucconi.com,None,None
4766927149,4766927149,baron777111,,,None,0,54,0,2016-01-16 05:57:59,0,False,0,en,True,,True,False,Baron Baugh,0,,,,,
4855573727,4855573727,BestOpinionPoll,,express your opinion on hopelessly mundane things with the highest-quality polls this side of Twitter. A project by @_Ninji.,None,60,0,5,2016-01-28 00:53:00,2,False,1782,en,True,,False,False,Best Opinion Polls,0,[],[],http://twitter.com/download/iphone,None,None
2593449065,2593449065,dstroyeveryword,,Destroy every word in the english language. Task was completed when the world ended in 2017. By @dangeredwolf.,https://t.co/z3Jq9kVqnv,4604,2,83,2014-06-08 23:52:57,587,False,111368,en,False,,False,False,destroy every word,0,[],[],https://about.twitter.com/products/tweetdeck,None,None
761165367985246208,761165367985246208,917_7513,,Sports,None,1,53,0,2016-08-04 11:42:20,9,False,23,en,True,,True,False,(917) 615-7513,0,[],[],http://twitter.com/download/android,None,None
1892842986,1892842986,snowcloneminute,,"A mashup of http://t.co/Tdj0YYLDOM and http://t.co/VSKfYVAJ21, another weird Internet thing by @air_hadoken.  Have a snowclone to add? Tweet it @air_hadoken!",http://t.co/ra5ecpWw95,174,2,74,2013-09-22 07:42:14,64,False,577314,en,True,,False,False,Snowclone-a-Minute,0,[],[],http://reassuring-meta.jit.su,None,None
2540286551,2540286551,NESGarbageBot,,Tweets randomly-generated 16x16 images using the NES color palette. Images are resampled for your viewing pleasure.,None,32,1,12,2014-05-11 03:58:12,0,False,6181,en,True,,False,False,NES Garbage Bot,0,[],[],https://github.com/mispy/twitter_ebooks,None,None
2751246980,2751246980,BklynMuseumBot,"Brooklyn, NY","I am a bot that tweets one random object from the Brooklyn Museum collection, four times a day. Bot by @backspace (not affiliated with @brooklynmuseum)",https://t.co/dI4aTIAcQm,1010,1,51,2014-08-21 04:08:58,0,False,3842,en,False,,False,False,Brooklyn Museum Bot,0,[],"[{'url': 'https://t.co/AlISYijjAP', 'expanded_url': 'https://www.brooklynmuseum.org/opencollection/objects/2742', 'display_url': 'brooklynmuseum.org/opencollection…', 'indices': [66, 89]}]",http://127.0.0.1,None,None
772202703212703744,772202703212703744,clitoscope,,A compendium of newly discovered species of clitoris // by @startuple #botALLY,https://t.co/lq7rOoR2LL,126,10,10,2016-09-03 22:40:46,10,False,690,en,False,,False,False,Clitoris Vulgaris,0,[],[],http://startuple.works,None,None
705962093623705602,705962093623705602,feud_exe,,Name something by @irondavy,None,232,1,24,2016-03-05 03:44:14,1,False,4653,en,False,,False,False,Survey Says,0,[],[],http://www.davidcole.me,None,None
2835394560,2835394560,vaporfave,,Tweets ~10 times a day between 8am-10pm PST. Will probably get more vaporwave-y as time goes by. Complaints: @beaugunderson,None,702,118,66,2014-09-29 03:48:39,8,False,16112,en,False,,False,False,Vaporfave,0,[],[],http://beaugunderson.com/vaporfave/,None,None
4825082233,4825082233,peabero89,"Van Horn town, TX, USA",Middle age is youth without levity; and age without decay.,None,6,692,0,2016-01-28 10:23:00,54,False,96,en,True,,False,False,peabero89,0,[],[],http://twitter.com/download/android,None,None
4452780559,4452780559,UcOVJ4xlZaGwtKm,,,None,93,1208,0,2015-12-04 12:14:30,2,False,2,en,True,,False,False,明哥,0,[],[],http://twitter.com/download/iphone,None,None
2821046862,2821046862,moonmurmur,the sky and all of space,"[@thricedotted's subconscious, possibly]",https://t.co/iEclQxz694,1044,0,40,2014-09-20 05:03:51,0,False,12674,en,False,,False,False,"whispers, for moon",0,[],[],https://www.twitter.com/moonmurmur,None,None
2477378850,2477378850,AttentiveBot,Tended to by @dphiffer,"You may have missed some things, I will help you find them.",https://t.co/ZdrJT42Wuv,399,677,20,2014-05-04 20:46:22,64,False,26073,en,False,,False,False,AttentiveBot,0,[],"[{'url': 'https://t.co/Fw7dSVR3aY', 'expanded_url': 'https://twitter.com/FOXY_PRODUCTION/statuses/626068249789247489', 'display_url': 'twitter.com/FOXY_PRODUCTIO…', 'indices': [16, 39]}]",http://phiffer.org/tags/attentivebot,None,None
698970824838139908,698970824838139908,vocalsvt, ≫ VlNTAEGE,"hi! @VlNTAEGE gave you this free follow and i hope you'll follow my main acc, i want to get to know more people! have a good day ❤️",https://t.co/mtIwsCfDXP,385,3488,0,2016-02-14 20:43:25,46,False,348,en,False,,False,False,free follow|read bio,0,[],[],http://twitter.com/download/iphone,None,None
839497464365350913,839497464365350913,249_4665,,,None,2,96,0,2017-03-08 15:26:07,3,False,0,ar,True,,True,False,+249 11 498 4665,0,,,,,
201143023,201143023,Ttimmson74,"Virginia, USA",,None,1,140,0,2010-10-11 05:12:52,2,False,11,en,True,,True,True,Tamica brown,0,[],[],http://twitter.com/download/iphone,None,None
820930460121300992,820930460121300992,LondonPogoMap,London,Rare and strong Pokémon in London. See more Pokémon at https://t.co/rqjskg5pkE,https://t.co/rqjskg5pkE,1876,0,19,2017-01-16 09:47:28,12,False,106043,en,True,,False,False,London Poké Alert,0,[],"[{'url': 'https://t.co/smA9GmbgPd', 'expanded_url': 'https://londonpogomap.com/#51.54734484,-0.30699785', 'display_url': 'londonpogomap.com/#51.54734484,-…', 'indices': [64, 87]}, {'url': 'https://t.co/8Gh5e0AVbi', 'expanded_url': 'https://maps.google.com/maps?q=51.54734484,-0.30699785', 'display_url': 'maps.google.com/maps?q=51.5473…', 'indices': [88, 111]}]",https://LondonPogoMap.com,None,None
2787454512,2787454512,CrisprPhages,,"A twitterbot posting the latest pubmed publications on CRISPRs, phages, virusses and prophages.",None,37,1,6,2014-09-03 07:58:55,0,False,547,en,True,,True,False,Phages & Crisprs,0,[],"[{'url': 'https://t.co/k2pIkdOLSA', 'expanded_url': 'http://dlvr.it/P2bmdj', 'display_url': 'dlvr.it/P2bmdj', 'indices': [115, 138]}]",https://dlvrit.com/,None,None
839510308368547840,839510308368547840,forestgen,soothing forest,tweet me to get your own unique peaceful forest.  stay calm. created by @jshxe,None,15,1,3,2017-03-08 16:17:09,0,False,96,en,False,,False,False,peaceful forest bot,0,[],[],https://github.com/Jishaxe/forestgenbot,None,None
2360241721,2360241721,phy_papers,,"Continuous feed for phylogenetics papers from PubMed, arXiv, bioRxiv, and PeerJ PrePrints. Run by @RobLanfear",None,1543,1,46,2014-02-25 00:39:03,0,False,15726,en,False,,False,False,phypapers,0,[],"[{'url': 'https://t.co/PZnEaB0evB', 'expanded_url': 'http://dlvr.it/P3GD1v', 'display_url': 'dlvr.it/P3GD1v', 'indices': [67, 90]}]",https://dlvrit.com/,None,None
177684507,177684507,rnomics,France,"#RNomics, #RNA biology, RNA #bioinformatics, #RNA_World & #evolution, technologies & resources, daily papers: https://t.co/UaH05PfPIt & https://t.co/cuczvAA7dr",http://t.co/DAUEXVEsnC,1849,101,260,2010-08-12 20:13:55,140,False,130473,fr,False,,False,False,Fabrice Leclerc,0,"[{'text': 'tweeted', 'indices': [13, 21]}]","[{'url': 'https://t.co/C07rIwSUcD', 'expanded_url': 'http://www.abacbs.org/sbrs2017', 'display_url': 'abacbs.org/sbrs2017', 'indices': [63, 86]}, {'url': 'https://t.co/mx2YzvfCax', 'expanded_url': 'http://tweetedtimes.com/rnomics?s=tnp', 'display_url': 'tweetedtimes.com/rnomics?s=tnp', 'indices': [97, 120]}]",http://www.tweetedtimes.com,None,None
841285623956807680,841285623956807680,woloshinj_buzz,,,None,1,59,0,2017-03-13 13:51:37,0,False,1,en,True,,True,False,Buzz,0,[],[],http://twitter.com/download/iphone,None,None
2293077919,2293077919,DiGRAThemes,Snowbird,DiGRA 2014 Theme Generator. // by @ibogost,http://t.co/3YCdkWQbiL,82,49,10,2014-01-15 18:05:26,0,False,16728,en,False,,False,False,DiGRA Themes,0,"[{'text': 'digra', 'indices': [43, 49]}]",[],http://bogost.com,None,None
782448572558106624,782448572558106624,Twisted_Maglion,,∞o juzgues mis decisonescuando no conoces las razones.,None,2,17,0,2016-10-02 05:14:11,82,False,167,en,True,,False,False,Coralie Maglione,0,[],[],http://twitter.com/download/android,None,None
833850848161701888,833850848161701888,shantae_stubby,,ilove myparents more thaneverything,None,0,20,0,2017-02-21 01:28:29,55,False,79,en,True,,False,False,Shantae Stubby,0,"[{'text': 'uncompromercial', 'indices': [87, 103]}, {'text': 'CrazyForMotoG5Plus', 'indices': [107, 126]}]",[],http://twitter.com/download/android,None,None
3069631373,3069631373,super_jeopardy,,"This! Is! Jeopardy! I'm your host Alex Trebek and love wrong, she catches a train, literally. (by @alicemazzy)",None,77,1,14,2015-03-04 10:41:15,0,False,4438,en,False,,False,False,Jeopardy! Stumpers,0,[],[],http://twitter.com,None,None
2398623474,2398623474,Speed_1994,"LA, FIRST TIME!",tweets on the :50 // with love by @ems,https://t.co/rLAYPiwK68,398,6,16,2014-03-20 00:34:23,1,False,13102,en,False,,False,True,Speed (1994),0,[],[],http://michaela.io,None,None
8752222,8752222,TheUniverse,Los Angeles,AKA @YACHT / @5everydayla / @terraformsf / ♀ computer book forthcoming @penguinrandom,https://t.co/tWgh9OkgkK,7314,464,204,2007-09-08 21:12:31,5166,True,3354,en,False,,False,False,₠,0,[],[],http://twitter.com/download/iphone,None,None
2553194245,2553194245,everywordNYT,,All the news that fit in @everyword. Tribute bot by @robdubbin.,None,71,0,15,2014-06-07 19:34:43,1,False,29109,en,True,,False,False,everywordNYT,0,[],"[{'url': 'https://t.co/FqxYfs0tt4', 'expanded_url': 'https://www.nytimes.com/2017/05/03/arts/design/ellsworth-kelly-last-paintings.html?partner=rss&emc=rss', 'display_url': 'nytimes.com/2017/05/03/art…', 'indices': [27, 50]}]",https://twitter.com/everywordNYT,None,None
1945747520,1945747520,Exoriders,,"They scour the exoplanets for dinosaurs and when they find them, THEY RIDE THEM. New Exoriders at five after, chasing the @Exosaurs forever. Bot by @robinsloan.",None,111,1,21,2013-10-08 02:56:40,0,False,19770,en,True,,False,False,Exoriders,0,[],[],http://twitter.com,None,None
2479314061,2479314061,onlymanthings,MANLAND,MAN THINGS THAT ONLY MEN UNDERSTAND // by @thricedotted,None,121,0,22,2014-05-06 05:26:03,0,False,5614,en,True,,False,False,men only,0,[],[],https://twitter.com/onlymanthings,None,None
4853365872,4853365872,maximotxx,"Sandia, NM, USA",Knowledge Is Free.,None,2,628,0,2016-02-03 09:40:34,49,False,171,en,True,,False,False,Maximo Thompson,0,"[{'text': 'NBAPlayoffs', 'indices': [19, 31]}, {'text': 'DefendTheLand', 'indices': [32, 46]}]",[],http://twitter.com/download/android,None,None
784453781396357121,784453781396357121,violajacobs2414,,I want you to know thatI am both happy and sadand I'm still trying to fgure out how that could be.,None,0,19,0,2016-10-07 18:02:11,84,False,129,en,True,,False,False,Viola Jacobs,0,[],[],http://twitter.com/download/android,None,None
302049050,302049050,Lake5Media,"New York, NY 10022",L5M is a provider of advanced software analytical services to the media industry. Clients include the largest firms in the industry. Please follow our progress.,http://t.co/UIKcwgkCu3,16,21,0,2011-05-20 14:22:47,0,False,20,en,False,,False,False,Lake 5 Media,0,[],[],http://twitter.com/download/iphone,None,None
3384759783,3384759783,crystalliser,,coagulated by @dead_cells,https://t.co/jF2cCmC5wy,24,0,7,2015-07-20 18:46:55,0,False,63,en-gb,False,,False,False,crystalliser,0,[],[],https://github.com/Autophagy/crystalliser-bot,None,None
393504310,393504310,SeethingVortex,Pacific States of America,Please let us leave. We hate each other.,https://t.co/odolBlyyWR,133,194,53,2011-10-18 16:49:39,86339,False,14199,en,False,,False,True,Sgt Hugo Stiglitz,0,[],[],http://twitter.com/download/android,None,None
174958347,174958347,Horse_ebooks,,Horse ebooks,http://t.co/pVoIka58TM,175264,14891,1824,2010-08-05 07:18:32,1,False,18833,en,True,,False,False,Horse ebooks,0,[],[],http://twitter.com,None,None
2305621754,2305621754,FMKVote,The Internet,"HOW TO VOTE: reply to a tweet with 'F' 'M' and 'K' in the order you want to vote. ('MFK' = marry, fuck, kill). A bot by @tinysubversions",None,725,1,28,2014-01-22 23:34:33,0,False,2576,en,True,,False,False,"Fuck, Marry, Kill",0,[],[],https://about.twitter.com/products/tweetdeck,None,None
748225461180862464,748225461180862464,biorxiv_evobio,,,None,226,0,7,2016-06-29 18:43:46,0,False,537,en,True,,False,False,bioRxiv Evobio,0,"[{'text': 'biorxiv_evobio', 'indices': [101, 116]}]","[{'url': 'https://t.co/gAxffj4i7f', 'expanded_url': 'http://biorxiv.org/cgi/content/short/133900v1', 'display_url': 'biorxiv.org/cgi/content/sh…', 'indices': [77, 100]}]",http://biorxiv.org,None,None
1885568064,1885568064,BoazimBot,"Boston, MA","I'm too lazy to update @boazims, so I wrote a bot to do it for me. Tweets hourly. By @tinysubversions.",None,130,0,37,2013-09-20 06:38:32,0,False,30644,en,True,,False,False,Boazim Bot,0,[],[],http://tinysubversions.com,None,None
2808482336,2808482336,ClipArtBot,,"Tweet a picture at me and I'll reply with an improved version! Bot by @_Ninji, art from http://t.co/vUU2SFoL66 [Temporarily broken due to Twitter rate limits!]",None,1315,1,117,2014-09-14 01:31:34,0,False,64582,en,True,,False,False,Clip Art Bot,0,[],[],http://treeki.rustedlogic.net/placeholder,None,None
749412914197516288,749412914197516288,gotogyuterte,@gyuterte,@gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte @gyuterte,None,110,1761,0,2016-07-03 01:22:16,12,False,4,en,True,,False,False,Follow @gyuterte,0,[],[],http://twitter.com/download/android,None,None
798798781240090626,798798781240090626,libraryofvivec,,artisanal bot by @Objelisks,https://t.co/qguhPByJBB,17,0,6,2016-11-16 08:04:05,0,False,2022,en,False,,False,True,Library of Vivec,0,[],[],https://twitter.com/libraryofvivec,None,None
3945972795,3945972795,ItMeIRL,,i'm a bot by @corbindavenport that mirrors the latest posts from /r/me_irl,https://t.co/DcrWZiIDiw,134147,4,703,2015-10-13 11:30:21,0,False,15786,en,False,,False,False,me irl,0,[],[],http://meirl.corbin.io,None,None
779061576322211840,779061576322211840,Rober4628,,,None,9,349,0,2016-09-22 20:55:28,5,False,7,en,True,,False,False,Robert Elliott,0,[],[],http://twitter.com/download/iphone,None,None
825553876946333696,825553876946333696,aura_mazon,,ZONA OPERATIV DE DEFENSA NEGRAL N° 63,None,0,39,0,2017-01-29 03:59:17,67,False,82,en,True,,False,False,Aura Mazon,0,[],[],http://twitter.com/download/android,None,None
2533978033,2533978033,MBPoGoAlert,"Myrtle Beach, SC",Pokemon Go Alerts in the Myrtle Beach Area!  Conway: @ConwayPoGoAlert North Myrtle: @NMBPoGoAlert Loris/Green Sea: @LorisPoGoAlert Carolina Forest: @CFPoGoAlert,None,295,5,1,2014-05-30 02:51:13,1,False,22739,en,True,,False,False,Pokemon Go,0,[],"[{'url': 'https://t.co/Wd6VZ9jDKJ', 'expanded_url': 'http://maps.google.com/maps?q=33.77818814897199,-78.79432502762019', 'display_url': 'maps.google.com/maps?q=33.7781…', 'indices': [99, 122]}]",http://www.example.com,None,None
2607163646,2607163646,tiny_star_field,,"i produce a small window of stars periodically throughout the day and night // (inquires, @katierosepipkin)",None,106953,5391,1084,2014-07-06 09:21:05,381,False,8314,en,False,,False,False,⋆✵tiny star fields✵⋆,0,[],[],https://twitter.com/tiny_star_field,None,None
516047986,516047986,pentametron,Stratford-upon-Internet,With algorithms subtle and discrete / I seek iambic writings to retweet.,http://t.co/yk15FkTz2X,23713,2,661,2012-03-06 01:10:57,120,False,59081,en,True,,False,False,Pentametron,0,[],[],http://pentametron.com/,None,None
2359455914,2359455914,ArkhamSingles,"Arkham, Massachusetts","Because even in a sunken, dead city things can be lonely. By @polm23",None,43,1,13,2014-02-24 12:51:17,5,False,27389,ja,True,,False,False,Arkham Singles,0,[],[],http://dampfkraft.com,None,None
810867353554747392,810867353554747392,NYC_Newswire,"Brooklyn, NY",NYC Newswire Service,https://t.co/AhhYFK0b5Q,9,74,0,2016-12-19 15:20:17,0,False,2,en,True,,False,False,NYC Newswire,0,"[{'text': 'Trump', 'indices': [80, 86]}, {'text': 'nycpolitics', 'indices': [100, 112]}]","[{'url': 'https://t.co/pHsAVbzL4U', 'expanded_url': 'http://nycnewswire.com/congressman-adriano-espaillat-demands-house-vote-release-president-trumps-tax-returns/', 'display_url': 'nycnewswire.com/congressman-ad…', 'indices': [113, 136]}]",http://twitter.com,None,None
